,Title,Poem,Poet,Tags,gender
9634,"
                    Definitely
                ","
What is desire
But the hardwire argument given
To the mind’s unstoppable mouth.
Inside the braincase, it’s I
Want that fills every blank. And then the hand
Reaches for the pleasure
The plastic snake offers. Someone says, Yes,
It will all be fine in some future soon.
Definitely. I’ve conjured a body
In the chair before me. Be yourself, I tell it.
Here memory makes you
Unchangeable: that shirt, those summer pants.
That beautiful face.
That tragic beautiful mind.
That mind’s ravenous mouth
That told you, This isn’t poison
At all but just what the machine needs. And then,
The mouth closes on its hunger.
The heart stops.
",Mary Jo Bang,"Living,The Mind,Love,Desire,Relationships",F
9768,"
                    [go on sister sing your song]
                ","
go on sister sing your song
lady redbone señora rubia
took all day long
shampooing her nubia
she gets to the getting place
without or with him
must I holler when   
you’re giving me rhythm
members don’t get weary   
add some practice to your theory
she wants to know is it a men thing
or a him thing
wishing him luck   
she gave him lemons to suck
told him please dear
improve your embouchure
",Harryette Mullen,"Love,Desire,Realistic & Complicated,Romantic Love,Relationships,Men & Women",F
10108,"
                    One Love Story, Eight Takes
                ","



                                    Where you are tender, you speak your plural. 
                                    Roland Barthes 




                                               1
One version of the story is I wish you back—
that I used each evening evening out
what all day spent wrinkling.
I bought a dress that was so extravagantly feminine
you could see my ovaries through it.
This is how I thought I would seduce you.
This is how frantic I hollowed out.
                                                   2
Another way of telling it
is to hire some kind of gnarled
and symbolic troll to make
a tape recording.
Of plastic beads coming unglued
from a child’s jewelry box.
This might be an important sound,
like serotonin or mighty mitochondria,
so your body hears about
how you stole the ring made
from a glittery opiate
and the locket that held candy.
                                                    3
It’s only fair that I present yet another side,
as insidious as it is,
because two sides hold up nothing but each other.
A tentacled skepticism,
a suspended contempt,
such fancies and toxins form a third wall.
A mean way to end
and I never dreamed we meant it.
                                                    4
Another way of putting it is like
slathering jam on a scrape.
Do sweets soothe pain or simply make it stick?
Which is the worst! So much technology
and no fix for sticky if you can’t taste it.
I mean there’s no relief unless.
So I’m coming, all this excitement,
to your house. To a place where there’s no room for play.
It is possible you’ll lock me out and I’ll finally
focus on making mudcakes look solid in the rain.
                                                    5
In some cultures the story told is slightly different—
in that it is set in an aquarium and the audience participates
as various fish. The twist comes when it is revealed
that the most personally attractive fish have eyes
only on one side and repel each other like magnets.
The starfish is the size of an eraser and does as much damage.
Starfish, the eponymous and still unlikely hero, has
those five pink moving suckerpads
that allow endless permutations so no solid memory,
no recent history, nothing better, left unsaid.
                                                    6
The story exists even when there are no witnesses,
kissers, tellers. Because secrets secrete,
and these versions tend to be slapstick, as if in a candy
factory the chocolate belted down the conveyor too fast
or everyone turned sideways at the same time by accident.
This little tale tries so hard to be humorous,
wants so badly to win affection and to lodge.
Because nothing is truly forgotten and loved.
                                                    7
Three million Richards can’t be wrong.
So when they levy a critique of an undertaking which,
in their view, overtakes, I take it seriously.
They think one may start a tale off whingy
and wretched in a regular voice.
But when one strikes out whimsically,
as if meta-is-better, as if it isn’t you,
as if this story is happening to nobody
it is only who you are fooling that’s nobody.
The Richards believe you cannot
privately jettison into the sky, just for fun.
You must stack stories from the foundation up.
From the sad heart and the feet tired of supporting it.
Language is architecture, after all, not an air capsule,
not a hang glide. This is real life.
So don’t invite anyone to a house that hasn’t been built.
Because no one unbuilds meticulously
and meticulosity is what allows hearing.
Three million Richards make one point.
I hear it in order to make others. Mistake.
                                                    8
As it turns out, there is a wrong way to tell this story.
I was wrong to tell you how muti-true everything is,
when it would be truer to say nothing.
I’ve invented so much and prevented more.
But, I’d like to talk with you about other things,
in absolute quiet. In extreme context.
To see you again, isn’t love revision?
It could have gone so many ways.
This just one of the ways it went.
Tell me another.
",Brenda Shaughnessy,"Separation & Divorce,Love,Break-ups & Vexed Love,Desire,Relationships",F
10217,"
                    Song
                ","
You shout my name
from beyond my dreams,
beyond the picture window
of this Rosarito beach house.
Rushing from bed to shore
I glimpse their backs—
volcanoes rising out of the sea.
Your back, a blue-black silhouette,
feet wet with the wash of morning waves.
Fountains spring from mammal minds,
my hands lifting a splash of sand.
I'm on my knees,
toes finding a cool prayer
beneath them, fingers pressing
sea foam to my temples,
while you open arms wide as a generation,
raise them to a compass point,
dive.
If you could reach them,
you would ride their fins
under the horizon,
then surf the crash of waves
left in their wake.
And if I could grasp
my own fear,
I'd drown it,
leave it breathless and blue
as this ocean,
as the brilliant backs
of whales
surfacing
for air.
",Brenda Cárdenas,"Living,The Body,Time & Brevity,Love,Desire,Unrequited Love,Relationships,Friends & Enemies,Pets,Nature,Seas, Rivers, & Streams,Gratitude & Apologies",F
10225,"
                    What to Eat, What to Drink, and What to Leave for Poison
                ","
I.   
Only now, in spring, can the place be named:   
tulip poplar, daffodil, crab apple,   
dogwood, budding pink-green, white-green, yellow   
on my knowing.   All winter I was lost.   
Fall, I found myself here, with no texture   
my fingers know.   Then, worse, the white longing   
that downed us deep three months.   No flower heat.   
That was winter.   But now, in spring, the buds   
flock our trees.   Ten million exquisite buds,   
tiny and loud, flaring their petalled wings,   
bellowing from ashen branches vibrant   
keys, the chords of spring’s triumph: fisted heart,   
dogwood; grail, poplar; wine spray, crab apple.   
The song is drink, is color.   Come.   Now.   Taste.
II.   
The song is drink, is color.   Come now, taste   
what the world has to offer.   When you eat   
you will know that music comes in guises—   
bold of crepe myrtle, sweet of daffodil—   
beyond sound, guises they never told you   
could be true.   And they aren’t.   Except they are   
so real now, this spring, you know them, taste them.   
Green as kale, the songs of spring, bright as wine,   
the music.   Faces of this season grin   
with clobbering wantonness—see the smiles   
open on each branch?—until you, too, smile.   
Wide carnival of color, carnival   
of scent.   We’re all lurching down streets, drunk now   
from the poplar’s grail.   Wine spray: crab apple.
III.   
From the poplar’s grail, wine spray.   Crab apple   
brightens jealously to compete.   But by   
the crab apple’s deep stain, the tulip tree   
learns modesty.   Only blush, poplar learns,   
lightly.   Never burn such a dark-hued fire   
to the core.   Tulip poplar wants herself   
light under leaf, never, like crab apple,   
heavy under tart fruit.   Never laden.   
So the poplar pours just a hint of wine   
in her cup, while the crab apple, wild one,   
acts as if her body were a fountain.   
She would pour wine onto you, just let her.   
Shameless, she plants herself, and delivers,   
down anyone’s street, bright invitations.
IV.   
Down anyone’s street-bright invitations.   
Suck ‘em.   Swallow ‘em.   Eat them whole.   That’s right,   
be greedy about it.   The brightness calls   
and you follow because you want to taste,   
because you want to be welcomed inside   
the code of that color: red for thirst; green   
for hunger; pink, a kiss; and white, stain me   
now.   Soil me with touching.   Is that right?   
No?   That’s not, you say, what you meant.   Not what   
you meant at all?   Pardon.   Excuse me, please.   
Your hand was reaching, tugging at this shirt   
of flowers and I thought, I guess I thought   
you were hungry for something beautiful.   
Come now.   The brightness here might fill you up.
V.   
Come.   Now the brightness here might fill you up,   
but tomorrow?   Who can know what the next   
day will bring.   It is like that, here, in spring.   
Four days ago, the dogwood was a fist   
in protest.   Now look.   Even she unfurls   
to the pleasure of the season.   Don’t be   
ashamed of yourself.   Don’t be.    This happens   
to us all.   We have thrown back the blanket.   
We’re naked and we’ve grown to love ourselves.   
I tell you, do not be ashamed.   Who is   
more wanton than the dancing crepe myrtle?   
Is she ashamed?   Why, even the dogwood,   
that righteous tree of God’s, is full of lust   
exploding into brightness every spring.
VI.   
Exploding into brightness every spring,   
I draw you close.   I wonder, do you know   
how long I’ve wanted to be here?   Each year   
you grasp me, lift me, carry me inside.   
Glee is the body of the daffodil   
reaching tubed fingers through the day, feeling   
her own trumpeted passion choiring air   
with hot, colored song.   This is a texture   
I love.   This is life.   And, too, you love me,   
inhale my whole being every spring.   Gone   
winter, heavy clod whose icy body   
fell into my bed.   I must leave you, but   
I’ll wait through heat, fall, freeze to hear you cry:   
Daffodils are up.   My God, what beauty!
VII.   
Daffodils are up, my God!   What beauty   
concerted down on us last night.   And if   
I sleep again, I’ll wake to a louder   
blossoming, the symphony smashing down   
hothouse walls, and into the world: music.   
Something like the birds’ return, each morning’s   
crescendo rising toward its brightest pitch,   
colors unfurling, petals alluring.   
The song, the color, the rising ecstasy   
of spring.   My God.   This beauty.   This, this   
is what I’ve hoped for.   All my life is here   
in the unnamed core—dogwood, daffodil,   
tulip poplar, crab apple, crepe myrtle—   
only now, in spring, can the place be named.
",Camille T. Dungy,"Love,Desire,Romantic Love,Relationships,Nature,Spring,Trees & Flowers",F
10360,"
                    Love Song for Alex, 1979
                ","
My monkey-wrench man is my sweet patootie;
the lover of my life, my youth and age.
My heart belongs to him and to him only;
the children of my flesh are his and bear his rage
Now grown to years advancing through the dozens
the honeyed kiss, the lips of wine and fire
fade blissfully into the distant years of yonder
but all my days of Happiness and wonder
are cradled in his arms and eyes entire.
They carry us under the waters of the world
out past the starposts of a distant planet
And creeping through the seaweed of the ocean
they tangle us with ropes and yarn of memories
where we have been together, you and I.
",Margaret Walker,"Living,Marriage & Companionship,Love,Desire,Realistic & Complicated,Romantic Love,Relationships,Family & Ancestors",F
10373,"
                    You! Inez!
                ","
Orange gleams athwart a crimson soulLambent flames; purple passion lurksIn your dusk eyes.Red mouth; flower soft,Your soul leaps up—and flashesStar-like, white, flame-hot.Curving arms, encircling a world of love,You! Stirring the depths of passionate desire!
",Alice Moore Dunbar-Nelson,"Love,Desire,Relationships,Valentine's Day",F
10411,"
                    Dear Gonglya,
                ","
The most inscrutable beautiful names in this world
always do sound like diseases.
It’s because they are engorged.
G., I am a fool.
What we feel in the solar plexus wrecks us.
Halfway squatting on a crate where feeling happened. Caresses.
You know corporeal gifts besmirch thieves like me.
But she plucks a feather and my steam escapes.
                                                We’re awake
each night at pennymoon and we micro and necro.
I can’t stop. But love and what-all:
the uncomfortable position of telling the truth,
like the lotus, can’t be held long.
                                               If she knew would she
just take all her favors from my marmalade
vessel and chuck them back
into the endless reversible garment which is my life—
                                               an astonishing vanishing.
G., I know this letter is like a slice of elevator accident.
As smart folk would say,
“Everything is only Nothing’s Truck.”
I would revise it and say that everything is only
nothing, truncated.
Love,
Your Igor
",Brenda Shaughnessy,"Love,Desire,Unrequited Love,Relationships,Arts & Sciences,Humor & Satire",F
10413,"
                    Project for a Fainting
                ","
Oh, yes, the rain is sorry. Unfemale, of course, the rain is
with her painted face still plain and with such pixel you’d never see
it in the pure freckling, the lacquer of her. The world
is lighter with her recklessness, a handkerchief so wet it is clear.
To you. My withered place, this frumpy home (nearer
to the body than to evening) miserable beloved. I lie tender
and devout with insomnia, perfect on the center pillow past
midnight, sick with the thought of another year
of waking, solved and happy, it has never been this way! Believe
strangers who say the end is close for what could be closer?
You are my stranger and see how we have closed. On both ends.
Night wets me all night, blind, carried.
And watermarks. The plough of the rough on the slick,
love, a tendency toward fever. To break. To soil.
Would I dance with you? Both forever and rather die.
It would be like dying, yes. Yes I would.
I have loved the slaking of your forgetters, your indifferent
hands on my loosening. Through a thousand panes of glass
not all transparent, and the temperature.
I felt that. What you say is not less than that.
",Brenda Shaughnessy,"Love,Desire,Unrequited Love,Relationships,Social Commentaries,Gender & Sexuality",F
10414,"
                    You Love, You Wonder
                ","
You love a woman and you wonder where she goes all night in some tricked-
out taxicab, with her high heels and her corset and her big, fat mouth.
You love how she only wears her glasses with you, how thick
and cow-eyed she swears it’s only ever you she wants to see.
You love her, you want her very ugly. If she is lovely big, you want her
scrawny. If she is perfect lithe, you want her ballooned, a cosmonaut.
How not to love her, her bouillabaisse, her orangina. When you took her
to the doctor the doctor said, “Wow, look at that!” and you were proud,
you asshole, you love and that’s how you are in love. Any expert, observing
human bodies, can see how she’s exceptional, how she ruins us all.
But you really love this woman, how come no one can see this? Everyone must
become suddenly very clumsy at recognizing beauty if you are to keep her.
You don’t want to lose anything, at all, ever. You want her sex depilated, you
want everyone else not blind, but perhaps paralyzed, from the eyes down.
You wonder where she goes all night. If she leaves you, you will know
everything about love. If she’s leaving you now, you already know it.
",Brenda Shaughnessy,"Living,Marriage & Companionship,Love,Break-ups & Vexed Love,Desire,Relationships,Men & Women,Arts & Sciences,Humor & Satire,Social Commentaries,Gender & Sexuality",F
10430,"
                    Tuesdays
                ","
Today is a Tuesday, one of many.
He has a girl he loves every Tuesday,
her day off. He burns
at the fine fire of her conscience,
tells her they’ll be married
someday. He has a wife,
Doreen, a freckle-faced fat thing
who harbors resentment that during her Tuesday
at her mother’s, he insists on going to the movies.
Rose petals he picks up in the neighbor’s yard
end up at Tuesday’s feet and
sprinkled through the sheets.
Of course they must make love,
since he sees her only once a week.
Doreen requires sex after seeing her mother.
He feels like an ox on Tuesday, powerful and massive.
He tells this to Tuesday
and to Doreen.
Doreen tells him he is an ox
a brute master of the air and his rightful bed.
But Tuesday, who knows oxen
are slow moving, dim witted,
and castrated at birth,
follows him home instead of playing her dulcimer,
climbs the wall, watches him mounting his wife,
leaves rose petals on his doorstep,
takes the train to cornfields, steers and heifers
watches the city disappear in rain.
Thinks briefly of how tenderly
he rose in her fingers
while the remains of their breakfast,
eggs and potatoes
cooled on the wooden table
with the tattered tablecloth.
",Kate Gale,"Love,Break-ups & Vexed Love,Desire,Realistic & Complicated,Relationships,Home Life,Men & Women",F
10435,"
                    Paris and Helen
                ","
He called her:  golden dawn
She called him:  the wind whistles
He called her:  heart of the sky
She called him:  message bringer
He called her:  mother of pearl
           barley woman, rice provider,
           millet basket, corn maid,
           flax princess, all-maker, weef
She called him:  fawn, roebuck,
           stag, courage, thunderman,
           all-in-green, mountain strider
           keeper of forests, my-love-rides
He called her:  the tree is
She called him:  bird dancing
He called her:  who stands,
           has stood, will always stand
She called him:  arriver
He called her:  the heart and the womb
           are similar
She called him:  arrow in my heart.
",Judy Grahn,"Love,Desire,Romantic Love,Relationships,Men & Women,Social Commentaries,Gender & Sexuality,Mythology & Folklore,Greek & Roman Mythology,Heroes & Patriotism",F
10658,"
                    Text to Complete a Text
                ","
Sex is always monstrous. Blood appears in the air next to the body but nobody asks a question about the body. “Please touch me there. More. Oh god.” For a hitchhiker, the problem of the boudoir is transferred to a makeshift, itchy, unsafe space on the verge of a New Mexico highway. It is often the sex of another era, in which the socks and dress shirt/blouse are not necessarily removed.
I hitchhiked in the beginning because it seemed glamorous to me, ultra-American, like a Christian with an entrenched migraine who resorts to brand-name anti-inflammatories when prayer does not do the trick. At first, my encounters on the thoroughfares of your country were quotidian; after all, it is not really hitchhiking to buy a Greyhound ticket three weeks in advance then have a going-away party in a dorm with a banner and balloons. Again, this is an example of departure in another time. As a foreign student on scholarship, it was an ordinary matter to file for an extension for the completion of a thesis on Salman Rushdie’s early works. Nevertheless: “How can we keep tabs on these JI visa holders, who come over here and . . . the university, as an institution, really needs to be more accountable. We need a database and we need a system of checks and balances to make sure any change of address is verified by at least two pieces of information. They need to do their course work and then they need to go home.”
I didn’t want to go home. This is a boring sentence. Perhaps for you Oregon is a calming word, evoking images of blackberry pie, ocean vistas, and the capture of suspected felons. I had never heard the word Oregon before. Like the distance of Scotland from London, it seemed impossibly far. A beautiful hazard: to go and keep going. How can I put this? In England, nobody ever, ever, ever did this. I, who once drove straight to Glasgow with a thermos of instant coffee mixed with milk and sugar, in a dinged-up Datsun Cherry, was considered an anomaly. “Are you demented? Why do you want to drive in a car to bloody Scotland? It’s seven hours on the M1, man!” Though, outwardly, I was wan and somewhat reticent, I . . . no, I was. My sexual experience consisted of lying under an elm tree in Hyde Park at the age of seventeen and being told by an undergraduate student of the London School of Economics that my breasts in that position, from that angle, resembled two fried eggs. We were meeting in a park as per the era. I am sure contemporary Punjabi-British teenagers are fearless individuals, undaunted by the prospect of community censure. Back then we met by the iron-wrought gate on a park bench, on a path built for seventeenth-century promenades. It is always a century. In my century, sex was a field of restraint and intensity unsurpassed by anything except drinking coffee in a foreign country like Scotland or Wales and borrowing my father’s car forever. “Are you out of your bleeding head? Your dad’s going to skin you alive!”
In some sense, this (driving) is the opposite of hitchhiking, in which the interior of the car is always unfamiliar. The day was real in a different way back then, in the way that it sensitized me to risk, a kind of twin to permisson. Two black swans: that day and this one, history and fiction, what I went for and what I really wanted, which I didn’t know until I got there by which time it was impossible to consider the long journey home as either practical or sensible, considering the trouble I was already in and the rain, which had started to come down in a series of reddish sheets; the streetlamps were pink.
On Prince Street, in Glasgow, I saw the sign for American style pizza and went down the steps to the basement café. The tables were coated with green plastic. There was hot tea, which the waitress slung down my gullet with a funnel as I focused my eye on a laminated print of a white, blocky rose with a pink dot at its center. “Charles Rennie Mackintosh,” the waitress, pronouncing “osh” so that it rhymed with horse. “Are you from India?” “Would you like some jam with that scone? I bet they don’t have scones in India, do they?” “More tea? I heard you have a lot of tea, over there, isn’t that right?”
Plan b: The extension of my throat. The euphoria of theft. Other countries with their sayings and beliefs. The original plan, formulated by my father during his morning communte across London: marrying a British-born Hindu Brahmin dentist with brown skin, but not too brown, and rosy cheeks. Note on the mantelpiece, tucked behind the marble figurine of Shiva: what is forthcoming under the original plan? Extraction? What kind of sex is possible on the dentist’s chair late at night for that girl, your girl, who nervously asks for a blanket? She has her socks on. She’s shivering. It is sometimes sex when you touch yourself beneath the proffered blanket clearly not washed between patients, but in this scene the limbs of the dentist’s young Asian bride are rigid and smell faintly of wintergreen-scented nail polish or mouthwash. Dad, “please don’t swallow.” Rinse then spit. Spit then swallow.
I could not go home and so, after a brief visit to the Hill House—Charles Rennie Mackintosh’s art deco home on the Firth of Clyde, where he painted geometric rosebuds forever in a kind of frenzy, as it seemed from the décor—I turned left and kept driving. I drove my car into the Atlantic and kept driving, my chest very tight beneath the surface. It was difficult to feel anything or really to see, and so I can only say that I went into a damaging ocean. This is going. Damaged, washed up on the mythical shores of New Jersey a few days later, my car failed to start. This is later, when the car stopped, and, looking up from my hands, white-knuckled on the steering wheel, I realized that I was okay.
Now I am here, in the future of color. I’m sorry I do not have more to say about the period of submergence that preceded my arrival. I am not interested in it. I do not recall it. I . . . It was only when my car stopped that I realized what I had to do, on my own terms, with my own two legs: get going. Is that how you say it? Get up and go. The destiny of my body as separate from my childhood: I came here to hitchhike. I came here to complete a thing I began in another place. Removing wet pages from my rucksack, I lay them on the shore, securing them with beautiful shells and pebbles. When they dried, I folded them into squares and put them in my pocket, next to my body. Misshapen, exhilarated, I said get. I said go. Get up now and go. “Are you okay?” “Do you need a ride somewhere?” “Let me look in the trunk. I might have something in there. Here you go. You’re shivering! Do you need to go to the hospital? At least let me buy you a cup of coffee.”
",Bhanu Kapil,"Living,Coming of Age,Life Choices,Love,Desire,Activities,Travels & Journeys,Relationships,Family & Ancestors,Social Commentaries,Cities & Urban Life,History & Politics,Popular Culture,Race & Ethnicity",F
10671,"
from Pamphilia to Amphilanthus: 17
                ","
Sweet shades why doe you seeke to give delight    To mee who deeme delight in this vilde place    Butt torment, sorrow, and mine owne disgrace    To taste of joy, or your vaine pleasing sight;Show them your pleasures who saw never night    Of greife, wher joyings fauning, smiling face    Appeers as day, wher griefe found never space    Yett for a sigh, a grone, or envies spite;Butt O on mee a world of woes doe ly,    Or els on mee all harmes strive to rely,    And to attend like servants bound to mee,Heat in desire, while frosts of care I prove,    Wanting my love, yett surfett doe with love    Burne, and yett freeze, better in hell to bee.
",Lady Mary Wroth,"Love,Break-ups & Vexed Love,Desire,Unrequited Love,Relationships",F
10675,"
from Pamphilia to Amphilanthus: 4
                ","
When I beeheld the Image of my deere    With greedy lookes mine eyes would that way bend,    Fear, and desire did inwardly contend;    Feare to bee mark’d, desire to drawe still neere,And in my soule a speritt wowld apeer,    Which boldnes waranted, and did pretend    To bee my genius, yett I durst nott lend    My eyes in trust wher others seemed soe cleere,Then did I search from whence this danger ’rose,    If such unworthynes in mee did rest    As my sterv’d eyes must nott with sight bee blest;    When jealousie her poyson did disclose;Yett in my hart unseense of jealous eyeThe truer Image shall in triumph lye.
",Lady Mary Wroth,"Love,Desire,Infatuation & Crushes,Realistic & Complicated,Relationships,Men & Women,Social Commentaries,Gender & Sexuality",F
11051,"
                    Perpetually Attempting to Soar
                ","
A boy from Brooklyn used to cruise on summer nights.
As soon as he’d hit sixty he’d hold his hand out the window,
cupping it around the wind. He’d been assured
this is exactly how a woman’s breast feels when you put
your hand around it and apply a little pressure. Now he knew,
and he loved it. Night after night, again and again, until
the weather grew cold and he had to roll the window up.
For many years afterwards he was perpetually attempting
to soar. One winter’s night, holding his wife’s breast
in his hand, he closed his eyes and wanted to weep.
He loved her, but it was the wind he imagined now.
As he grew older, he loved the word etcetera and refused
to abbreviate it. He loved sweet white butter. He often
pretended to be playing the organ. On one of his last mornings,
he noticed the shape of his face molded in the pillow.
He shook it out, but the next morning it reappeared.
",Mary Ruefle,"Love,Desire,Relationships,Men & Women",F
11117,"
                    The Artist
                ","
Why do you subdue yourself in golds and purples?   
Why do you dim yourself with folded silks?
Do you not see that I can buy brocades in any draper’s shop,   
And that I am choked in the twilight of all these colors.
How pale you would be, and startling—  
How quiet;
But your curves would spring upward   
Like a clear jet of flung water,
You would quiver like a shot-up spray of water,   
You would waver, and relapse, and tremble.   
And I too should tremble,
Watching.
Murex-dyes and tinsel—
And yet I think I could bear your beauty unshaded.
",Amy Lowell,"Love,Desire,Romantic Love,Relationships,Arts & Sciences,Painting & Sculpture",F
11402,"
                    Heart, My Box of Snow
                ","
made it to Florida  and then I went for a walk.    The frog pond is half-iced over.  I chucked a stick at it—  still thin. On the white side,    the wind twirled a leaf around    like a prepubescent figure skater  who’s given up her childhood  to get here. Of course, the leaf  was wearing its practice costume  of browns, the whole world    offed of spangles as I am    offed of you. Why    mail snow? Just to show  I could keep it cold  in so much heat.
",Rebecca Hoogs,"Love,Desire,Relationships",F
11449,"
                    Eros of Heroines
                ","
Sunset backlights some pine to ... a caped sponge and though I throw my gasp after a monarch there is no hitch, no hitching either to its serape or the echoing orange drawing a rope, horizon’s doubledutch.Mina Loy + Arthur Cravan As blood hits the air & goes red, so I burst outside exhilarated. He has thrown a tippet on the double-bass, which rests on its end-pin the way a singer rests on a glittering stiletto while the other foot slips on a banan—piano. The strings are not the electrified wires of a prison camp, but she’s the instrument of his escape, leaving me to educate my feelings, subtracting the red from night til a winebottle dawns green.Leonora Carrington + Max Ernst I saw the chessplayers over their griddles, all the furor of thinkingswallowed like a song in a furred flute; so it must seem when a small daughter disappears with a wife, morning reabsorbed into a lambent priori.Jacqueline Lamba + Andr
",Ange Mlinko,"Living,Marriage & Companionship,Love,Desire,Relationships,Arts & Sciences,Poetry & Poets,Reading & Books,Valentine's Day",F
11543,"
from Aphorisms and Spells
                ","
As I am Catholic I have never played. *       *       * I've had thirty-six lovers plus tax. *       *       * I am the most chaste woman in Italian literature. *       *       * I am completely asexual not counting errors and omissions. *       *       * Mount Sinai is sometimes confused with the Mons Veneris. *       *       * No one can know what is between me and God.
",Alda Merini,"Love,Desire,Relationships,Religion,God & the Divine",F
11545,"
                    [From behind, standing, from a distance]
                ","
From behind, standing, from a distance, in passing, the taxi meter running, I'd watch her, I'd watch her hair, and what would I see? My stubborn theatre, curtain won't fall, my always-open theatre . . . Best to leave as soon as the show begins.
",Patrizia Cavalli,"Love,Desire,Infatuation & Crushes,Unrequited Love,Relationships,Men & Women",F
11550,"
                    Vendetta
                ","



gives joy only if read in a broken rhythm, pausing at every period, parting your lips a little at the colons



What: a pity to die my love. To say: ""I don't love you anymore"" with no one listening. What: a shame the irritated voice the haste. The distance between the first passionate whisper and this new timbre. How little shame I have. to have killed you and put you here. beneath the very expanse you created. The: expanse. Is: a cloth. Is: white. Is: a sheet. Is: a land on which snow has fallen. Ssh. you'll be alone there. No longer on top. but. under. as is proper for the dead, as is proper for seed. and. for lilies yet to sprout. You'll feel something like moving scratches: those are birds mice my own bony hands that you adored my tongue with its thirst. Brr. love. how. painful for me to see you shrunken by this chill so stripped of your gifts in this tomb where I can't grieve for you but can only dig down to the earth down to its iron to the fire that now embraces the earth and celebrates me.
",Antonella Anedda,"Living,Love,Break-ups & Vexed Love,Desire,Relationships,Men & Women",F
11582,"
                    There's Nothing More
                ","
There's nothing more erotic than one      red Chilean plum slumbered in the brown palm of the curved  hand of the right  man.
",Wendy Videlock,"Love,Desire,Relationships",F
11644,"
                    Charms for Love
                ","
I beat you with a hazel rod
Come to me in madness
I beat you with a bloodied rod
Come like an angel
I beat you with a rod from heaven
Come to me like a wild boar
*       *       *
Ninety-nine serpents—
ninety-nine flaming beasts—
go to Ion
Slip in by his shirt-collar
squat in his heart
scald him burn him   
turn his eyes to my eyes
his face to my face
his path to my house
Make him see me in the distance
a fine-feathered peacock   
make him pick me out as basil among weeds
make him tease me among the girls
Like following gold and silver
fall in step with my words
with my walk   
with my dance
*       *       *
Sweet boy
don't send so much longing—
send a little less
and come with it yourself
*       *       *
Tuesday, basket full of black,
how did you make me fall in love—
did you clip my hair
did you steal my footsteps?
How did you charm me—
with the hair of a mad wolf
with three straws from the bed
with splintered wood   
with the fairness of eyebrows
with a chip off the gate
with dark hair from a braid?
How drive every other love away?
*       *       *
Eagle, eagle, grow into a flying bird
Take yourself to Ion's house
What you find in his head   
take in your head
what you find in his ears   
take in your ears
what you find in his mouth   
take in your mouth
what you find in his hands   
take in your wings
Take that great wrong away in your feathers—
and what you find in your head   
put it in her head
And what you find in your feathers   
put it on the table   
in their house
",Fiona Sampson,"Love,Break-ups & Vexed Love,Desire,Relationships,Mythology & Folklore,Heroes & Patriotism",F
11706,"
                    It Was a Bichon Frisé's Life . . .
                ","
Louisiana skies paddle north nodding hello to some exiles displaced by floodwaters so we all putter in the bisque in fretted dresses, alleviated by a fan. But we have nothing on ""Le Matin,"" in whose rococo frame a curtain sweeps to bare a boudoir, a Bichon Frisé worrying something between paws, begging the dulcet glance of the mistress whose push-up, cupless corset and up-drawn stocking border what they fall short of, per the stern frame rippling like a cloud! Even the candle angles to get a look in the mirror engloving the scene. Why it is her slipper the bitch clutches!   The gentleman's reverie is elsewhere . . . Loitering Louisiana stops to admire this engraving by ""N. Lavreinee."" What a chevalier! It makes the smeariest sunset think it's in a Restoration Comedy, in such humidity chefs defer meringues. ""Ksar Rouge,"" ""Taos Adobe,"" ""Gulf Shrimp""—a thousand names of softboiled lipsticks fritter English as if it were French, meaning meeting no resistance from the flesh.
",Ange Mlinko,"Love,Desire,Relationships,Pets",F
11768,"
                    Stubbornly
                ","



For RLB



Pass by the showy rose, blabbing open, suckling a shiny beetle; pass by the changeless diamond that falls asleep in shadow— this love is a lichen, alga and fungus made one fleck, feeding on what it feeds, growing slightly faster than stone into a patch of gray lace, a double thumbprint, its bloom distinguishable, with practice, from its dormant phase, crocheting its singular habit over time, a faithful stain bound to its home, etching on the unmoved rock the only rune it knows.
",Sarah Lindsay,"Love,Desire,Romantic Love,Relationships,Nature",F
11791,"
                    Zeus to Juno
                ","
He— You saw the way her body looked at me            all address                      calling me down   she was so          well-turned,                      curve and volume her body presented itself—          Clay—                      I could mold it She— You were taboo   not totem— covered her   though your wing gave no shelter Your pale plumage   became shadow   Your beak caught   in the net of her hair He— When I entered her          her death became my life   in her death swoon          she fell away from me   the more she fell          the deeper I pursued her   the deeper I went          the more lost she became   her body          became a forest of echoes   hills and valleys          echoing each other, a language I didn't know—          surrounded: alone She— The discarded body   lies in long grass   Flies and wasps   fumble there— on a summer day   the lost girl hums— Kelly, Sarah, Joanne changed   into parable Prodigal hair   flung out                body agape   like a question The scavenger crow knows— she's beautiful, outgrowing her name   in the noon heat
",Fiona Sampson,"Living,Death,Marriage & Companionship,The Body,The Mind,Love,Desire,Relationships,Men & Women,Nature,Mythology & Folklore,Greek & Roman Mythology,Heroes & Patriotism",F
